date,portfolio_value,cash_balance,total_pnl,total_pnl_percent,signals_count,predictions,positions_count,positions_by_symbol
2023-01-11T00:00:00,662905029.18933,5710887.469329998,652905029.18933,6529.0502918933,18,{},4,"{'SBER': {'quantity': 6751.0, 'average_price': 133.38145891719745, 'current_price': 195.55, 'unrealized_pnl': 419699.82085, 'market_value': 1320158.05}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 150.19, 'unrealized_pnl': -332695.57500000007, 'market_value': 1042168.41}, 'NVTK': {'quantity': 1058.0, 'average_price': 993.4965, 'current_price': 1490.93, 'unrealized_pnl': 526284.6430000002, 'market_value': 1577403.9400000002}, 'MGNT': {'quantity': 6872022.0, 'average_price': 0.14008555553518312, 'current_price': 95.06, 'unrealized_pnl': 652291740.30048, 'market_value': 653254411.32}}"
2023-01-12T00:00:00,698997390.62933,5710887.469329998,688997390.62933,6889.9739062933,20,{},4,"{'SBER': {'quantity': 6751.0, 'average_price': 133.38145891719745, 'current_price': 197.92, 'unrealized_pnl': 435699.6908499999, 'market_value': 1336157.92}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 149.46, 'unrealized_pnl': -337761.04500000004, 'market_value': 1037102.9400000001}, 'NVTK': {'quantity': 1058.0, 'average_price': 993.4965, 'current_price': 1494.06, 'unrealized_pnl': 529596.183, 'market_value': 1580715.48}, 'MGNT': {'quantity': 6872022.0, 'average_price': 0.14008555553518312, 'current_price': 100.31, 'unrealized_pnl': 688369855.80048, 'market_value': 689332526.82}}"
2023-01-13T00:00:00,697819954.37933,5710887.469329998,687819954.37933,6878.1995437933,20,{},4,"{'SBER': {'quantity': 6751.0, 'average_price': 133.38145891719745, 'current_price': 198.66, 'unrealized_pnl': 440695.4308499999, 'market_value': 1341153.66}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 147.49, 'unrealized_pnl': -351430.875, 'market_value': 1023433.1100000001}, 'NVTK': {'quantity': 1058.0, 'average_price': 993.4965, 'current_price': 1493.57, 'unrealized_pnl': 529077.7629999998, 'market_value': 1580197.0599999998}, 'MGNT': {'quantity': 6872022.0, 'average_price': 0.14008555553518312, 'current_price': 100.14, 'unrealized_pnl': 687201612.06048, 'market_value': 688164283.08}}"
2023-01-14T00:00:00,702142477.1993299,5710887.469329998,692142477.1993299,6921.424771993298,20,{},4,"{'SBER': {'quantity': 6751.0, 'average_price': 133.38145891719745, 'current_price': 195.46, 'unrealized_pnl': 419092.23084999993, 'market_value': 1319550.46}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 147.89, 'unrealized_pnl': -348655.27500000014, 'market_value': 1026208.71}, 'NVTK': {'quantity': 1058.0, 'average_price': 993.4965, 'current_price': 1504.89, 'unrealized_pnl': 541054.3230000001, 'market_value': 1592173.62}, 'MGNT': {'quantity': 6872022.0, 'average_price': 0.14008555553518312, 'current_price': 100.77, 'unrealized_pnl': 691530985.9204799, 'market_value': 692493656.9399999}}"
2023-01-15T00:00:00,705533544.66683,5815100.336829998,695533544.66683,6955.335446668299,20,{},4,"{'SBER': {'quantity': 6751.0, 'average_price': 133.38145891719745, 'current_price': 197.93, 'unrealized_pnl': 435767.2008499999, 'market_value': 1336225.43}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 149.3, 'unrealized_pnl': -338871.28500000003, 'market_value': 1035992.7000000001}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1486.42, 'unrealized_pnl': 469651.83050000004, 'market_value': 1416558.26}, 'MGNT': {'quantity': 6872022.0, 'average_price': 0.14008555553518312, 'current_price': 101.27, 'unrealized_pnl': 694966996.9204799, 'market_value': 695929667.9399999}}"
2023-01-16T00:00:00,714603246.12683,5815100.336829998,704603246.12683,7046.0324612683,18,{},4,"{'SBER': {'quantity': 6751.0, 'average_price': 133.38145891719745, 'current_price': 203.8, 'unrealized_pnl': 475395.57085, 'market_value': 1375853.8}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 148.95, 'unrealized_pnl': -341299.9350000002, 'market_value': 1033564.0499999999}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1518.06, 'unrealized_pnl': 499804.75049999997, 'market_value': 1446711.18}, 'MGNT': {'quantity': 6872022.0, 'average_price': 0.14008555553518312, 'current_price': 102.58, 'unrealized_pnl': 703969345.74048, 'market_value': 704932016.76}}"
2023-01-17T00:00:00,697007095.3068299,5815100.336829998,687007095.3068299,6870.0709530683,18,{},4,"{'SBER': {'quantity': 6751.0, 'average_price': 133.38145891719745, 'current_price': 199.55, 'unrealized_pnl': 446703.82085, 'market_value': 1347162.05}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 152.53, 'unrealized_pnl': -316458.3150000002, 'market_value': 1058405.67}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1446.03, 'unrealized_pnl': 431160.1605000001, 'market_value': 1378066.59}, 'MGNT': {'quantity': 6872022.0, 'average_price': 0.14008555553518312, 'current_price': 100.03, 'unrealized_pnl': 686445689.6404799, 'market_value': 687408360.66}}"
2023-01-18T00:00:00,712024148.84683,5815100.336829998,702024148.84683,7020.241488468299,18,{},4,"{'SBER': {'quantity': 6751.0, 'average_price': 133.38145891719745, 'current_price': 196.16, 'unrealized_pnl': 423817.9308499999, 'market_value': 1324276.16}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 151.42, 'unrealized_pnl': -324160.6050000002, 'market_value': 1050703.38}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1515.95, 'unrealized_pnl': 497793.9205000001, 'market_value': 1444700.35}, 'MGNT': {'quantity': 6872022.0, 'average_price': 0.14008555553518312, 'current_price': 102.21, 'unrealized_pnl': 701426697.60048, 'market_value': 702389368.62}}"
2023-01-19T00:00:00,698975756.2568301,5815100.336829998,688975756.25683,6889.7575625683,18,{},4,"{'SBER': {'quantity': 6751.0, 'average_price': 133.38145891719745, 'current_price': 210.52, 'unrealized_pnl': 520762.29085, 'market_value': 1421220.52}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 147.19, 'unrealized_pnl': -353512.57500000007, 'market_value': 1021351.41}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1453.89, 'unrealized_pnl': 438650.7405000002, 'market_value': 1385557.1700000002}, 'MGNT': {'quantity': 6872022.0, 'average_price': 0.14008555553518312, 'current_price': 100.31, 'unrealized_pnl': 688369855.80048, 'market_value': 689332526.82}}"
2023-01-20T00:00:00,721601019.74683,5815100.336829998,711601019.7468299,7116.010197468298,18,{},4,"{'SBER': {'quantity': 6751.0, 'average_price': 133.38145891719745, 'current_price': 196.93, 'unrealized_pnl': 429016.2008499999, 'market_value': 1329474.43}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 153.4, 'unrealized_pnl': -310421.385, 'market_value': 1064442.6}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1522.06, 'unrealized_pnl': 503616.75049999997, 'market_value': 1450523.18}, 'MGNT': {'quantity': 6872022.0, 'average_price': 0.14008555553518312, 'current_price': 103.6, 'unrealized_pnl': 710978808.1804799, 'market_value': 711941479.1999999}}"
2023-01-21T00:00:00,678161801.19683,5815100.336829998,668161801.1968299,6681.6180119682995,18,{},4,"{'SBER': {'quantity': 6751.0, 'average_price': 133.38145891719745, 'current_price': 201.73, 'unrealized_pnl': 461421.00084999995, 'market_value': 1361879.23}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 149.67, 'unrealized_pnl': -336303.8550000002, 'market_value': 1038560.1299999999}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1506.78, 'unrealized_pnl': 489054.9105000001, 'market_value': 1435961.34}, 'MGNT': {'quantity': 6872022.0, 'average_price': 0.14008555553518312, 'current_price': 97.28, 'unrealized_pnl': 667547629.1404799, 'market_value': 668510300.16}}"
2023-01-22T00:00:00,698233888.88683,5815100.336829998,688233888.88683,6882.3388888683,18,{},4,"{'SBER': {'quantity': 6751.0, 'average_price': 133.38145891719745, 'current_price': 205.06, 'unrealized_pnl': 483901.83085, 'market_value': 1384360.06}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 147.32, 'unrealized_pnl': -352610.5050000001, 'market_value': 1022253.48}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1506.37, 'unrealized_pnl': 488664.1804999999, 'market_value': 1435570.6099999999}, 'MGNT': {'quantity': 6872022.0, 'average_price': 0.14008555553518312, 'current_price': 100.2, 'unrealized_pnl': 687613933.3804799, 'market_value': 688576604.4}}"
2023-01-23T00:00:00,704847376.28683,5815100.336829998,694847376.28683,6948.4737628683,18,{},4,"{'SBER': {'quantity': 6751.0, 'average_price': 133.38145891719745, 'current_price': 205.75, 'unrealized_pnl': 488560.02085, 'market_value': 1389018.25}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 152.35, 'unrealized_pnl': -317707.3350000002, 'market_value': 1057156.65}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1482.01, 'unrealized_pnl': 465449.10050000006, 'market_value': 1412355.53}, 'MGNT': {'quantity': 6872022.0, 'average_price': 0.14008555553518312, 'current_price': 101.16, 'unrealized_pnl': 694211074.5004799, 'market_value': 695173745.52}}"
2023-01-24T00:00:00,688522716.21683,5815100.336829998,678522716.2168299,6785.2271621682985,18,{},4,"{'SBER': {'quantity': 6751.0, 'average_price': 133.38145891719745, 'current_price': 204.34, 'unrealized_pnl': 479041.11085000006, 'market_value': 1379499.34}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 148.68, 'unrealized_pnl': -343173.4650000001, 'market_value': 1031690.52}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1478.88, 'unrealized_pnl': 462466.21050000016, 'market_value': 1409372.6400000001}, 'MGNT': {'quantity': 6872022.0, 'average_price': 0.14008555553518312, 'current_price': 98.79, 'unrealized_pnl': 677924382.36048, 'market_value': 678887053.38}}"
2023-01-25T00:00:00,692554320.56683,5815100.336829998,682554320.5668299,6825.543205668299,18,{},4,"{'SBER': {'quantity': 6751.0, 'average_price': 133.38145891719745, 'current_price': 201.54, 'unrealized_pnl': 460138.31085, 'market_value': 1360596.54}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 155.71, 'unrealized_pnl': -294392.29500000016, 'market_value': 1080471.69}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1495.62, 'unrealized_pnl': 478419.4304999999, 'market_value': 1425325.8599999999}, 'MGNT': {'quantity': 6872022.0, 'average_price': 0.14008555553518312, 'current_price': 99.37, 'unrealized_pnl': 681910155.12048, 'market_value': 682872826.14}}"
2023-01-26T00:00:00,715627256.06683,5815100.336829998,705627256.06683,7056.272560668301,18,{},4,"{'SBER': {'quantity': 6751.0, 'average_price': 133.38145891719745, 'current_price': 207.69, 'unrealized_pnl': 501656.9608499999, 'market_value': 1402115.19}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 147.19, 'unrealized_pnl': -353512.57500000007, 'market_value': 1021351.41}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1496.19, 'unrealized_pnl': 478962.6405000001, 'market_value': 1425869.07}, 'MGNT': {'quantity': 6872022.0, 'average_price': 0.14008555553518312, 'current_price': 102.73, 'unrealized_pnl': 705000149.04048, 'market_value': 705962820.0600001}}"
2023-01-27T00:00:00,678167935.96683,5815100.336829998,668167935.9668299,6681.679359668298,18,{},4,"{'SBER': {'quantity': 6751.0, 'average_price': 133.38145891719745, 'current_price': 200.8, 'unrealized_pnl': 455142.57085, 'market_value': 1355600.8}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 156.73, 'unrealized_pnl': -287314.51500000013, 'market_value': 1087549.47}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1468.4, 'unrealized_pnl': 452478.7705000002, 'market_value': 1399385.2000000002}, 'MGNT': {'quantity': 6872022.0, 'average_price': 0.14008555553518312, 'current_price': 97.28, 'unrealized_pnl': 667547629.1404799, 'market_value': 668510300.16}}"
2023-01-28T00:00:00,692037852.56683,5815100.336829998,682037852.56683,6820.3785256683,20,{},4,"{'SBER': {'quantity': 6751.0, 'average_price': 133.38145891719745, 'current_price': 198.82, 'unrealized_pnl': 441775.59085000004, 'market_value': 1342233.82}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 144.99, 'unrealized_pnl': -368778.375, 'market_value': 1006085.6100000001}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1483.66, 'unrealized_pnl': 467021.5505, 'market_value': 1413927.98}, 'MGNT': {'quantity': 6872022.0, 'average_price': 0.14008555553518312, 'current_price': 99.31, 'unrealized_pnl': 681497833.80048, 'market_value': 682460504.82}}"
2023-01-29T00:00:00,696944925.02683,5815100.336829998,686944925.02683,6869.449250268299,20,{},4,"{'SBER': {'quantity': 6751.0, 'average_price': 133.38145891719745, 'current_price': 199.53, 'unrealized_pnl': 446568.80085, 'market_value': 1347027.03}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 143.73, 'unrealized_pnl': -377521.51500000013, 'market_value': 997342.47}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1445.01, 'unrealized_pnl': 430188.10050000006, 'market_value': 1377094.53}, 'MGNT': {'quantity': 6872022.0, 'average_price': 0.14008555553518312, 'current_price': 100.03, 'unrealized_pnl': 686445689.6404799, 'market_value': 687408360.66}}"
2023-01-30T00:00:00,687124144.61808,5905032.848079998,677124144.61808,6771.241446180799,20,{},4,"{'SBER': {'quantity': 6076.0, 'average_price': 133.39791275510206, 'current_price': 201.14, 'unrealized_pnl': 411600.92209999985, 'market_value': 1222126.64}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 150.59, 'unrealized_pnl': -329919.9750000001, 'market_value': 1044944.01}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1510.38, 'unrealized_pnl': 492485.71050000016, 'market_value': 1439392.1400000001}, 'MGNT': {'quantity': 6872022.0, 'average_price': 0.14008555553518312, 'current_price': 98.59, 'unrealized_pnl': 676549977.96048, 'market_value': 677512648.98}}"
2023-01-31T00:00:00,655526592.97739,6082065.667389998,645526592.97739,6455.2659297739,20,{},4,"{'SBER': {'quantity': 5469.0, 'average_price': 133.4161774456025, 'current_price': 200.92, 'unrealized_pnl': 369178.4055499999, 'market_value': 1098831.48}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 149.49, 'unrealized_pnl': -337552.875, 'market_value': 1037311.1100000001}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1498.04, 'unrealized_pnl': 480725.6904999999, 'market_value': 1427632.1199999999}, 'MGNT': {'quantity': 6184820.0, 'average_price': 0.14010283947794763, 'current_price': 104.43, 'unrealized_pnl': 645014241.75634, 'market_value': 645880752.6}}"
2023-02-01T00:00:00,564107804.82275,6241355.262749998,554107804.82275,5541.0780482274995,20,{},4,"{'SBER': {'quantity': 4923.0, 'average_price': 133.43645446881982, 'current_price': 202.56, 'unrealized_pnl': 340295.2146500001, 'market_value': 997202.88}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 146.37, 'unrealized_pnl': -359202.55500000005, 'market_value': 1015661.43}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1517.65, 'unrealized_pnl': 499414.0205000002, 'market_value': 1446320.4500000002}, 'MGNT': {'quantity': 5566338.0, 'average_price': 0.14012204386438626, 'current_price': 99.6, 'unrealized_pnl': 553627298.1425999, 'market_value': 554407264.8}}"
2023-02-02T00:00:00,506171116.94843996,6319244.918439998,496171116.94843996,4961.7111694844,20,{},4,"{'SBER': {'quantity': 4923.0, 'average_price': 133.43645446881982, 'current_price': 208.97, 'unrealized_pnl': 371851.64465000003, 'market_value': 1028759.3099999999}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 149.42, 'unrealized_pnl': -338038.6050000002, 'market_value': 1036825.3799999999}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1494.98, 'unrealized_pnl': 477809.5105, 'market_value': 1424715.94}, 'MGNT': {'quantity': 5009705.0, 'average_price': 0.1401433820374653, 'current_price': 99.08, 'unrealized_pnl': 495659494.39829, 'market_value': 496361571.4}}"
2023-02-03T00:00:00,456553324.18054,6389345.650539998,446553324.18054,4465.5332418054,20,{},4,"{'SBER': {'quantity': 4923.0, 'average_price': 133.43645446881982, 'current_price': 198.37, 'unrealized_pnl': 319667.8446500001, 'market_value': 976575.51}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 149.55, 'unrealized_pnl': -337136.53500000003, 'market_value': 1037727.4500000001}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1447.14, 'unrealized_pnl': 432217.9905000002, 'market_value': 1379124.4200000002}, 'MGNT': {'quantity': 4508735.0, 'average_price': 0.1401670911264468, 'current_price': 99.09, 'unrealized_pnl': 446138574.88039005, 'market_value': 446770551.15000004}}"
2023-02-04T00:00:00,411171864.73943,6452436.309429998,401171864.73943,4011.7186473943,20,{},4,"{'SBER': {'quantity': 4923.0, 'average_price': 133.43645446881982, 'current_price': 200.27, 'unrealized_pnl': 329021.54465000017, 'market_value': 985929.2100000001}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 156.0, 'unrealized_pnl': -292379.9850000001, 'market_value': 1082484.0}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1564.3, 'unrealized_pnl': 543871.4704999999, 'market_value': 1490777.9}, 'MGNT': {'quantity': 4057862.0, 'average_price': 0.1401934345524811, 'current_price': 98.86, 'unrealized_pnl': 400591351.70928, 'market_value': 401160237.32}}"
2023-02-05T00:00:00,355920266.06441003,6509217.944409997,345920266.06441003,3459.2026606441004,20,{},4,"{'SBER': {'quantity': 4923.0, 'average_price': 133.43645446881982, 'current_price': 200.77, 'unrealized_pnl': 331483.04465000017, 'market_value': 988390.7100000001}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 146.52, 'unrealized_pnl': -358161.7050000001, 'market_value': 1016702.28}, 'NVTK': {'quantity': 953.0, 'average_price': 993.605907135362, 'current_price': 1516.05, 'unrealized_pnl': 497889.22049999994, 'market_value': 1444795.65}, 'MGNT': {'quantity': 3652076.0, 'average_price': 0.14022270504228282, 'current_price': 94.73, 'unrealized_pnl': 345449055.50426, 'market_value': 345961159.48}}"
2023-02-06T00:00:00,372747647.26690996,6603505.776909997,362747647.26690996,3627.4764726690996,20,{},4,"{'SBER': {'quantity': 4923.0, 'average_price': 133.43645446881982, 'current_price': 199.77, 'unrealized_pnl': 326560.04465000017, 'market_value': 983467.7100000001}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 149.54, 'unrealized_pnl': -337205.92500000016, 'market_value': 1037658.0599999999}, 'NVTK': {'quantity': 858.0, 'average_price': 993.7279685314685, 'current_price': 1502.64, 'unrealized_pnl': 436646.52300000016, 'market_value': 1289265.12}, 'MGNT': {'quantity': 3652076.0, 'average_price': 0.14022270504228282, 'current_price': 99.35, 'unrealized_pnl': 362321646.62425995, 'market_value': 362833750.59999996}}"
2023-02-07T00:00:00,379113862.39691,6603505.776909997,369113862.39691,3691.1386239690996,20,{},4,"{'SBER': {'quantity': 4923.0, 'average_price': 133.43645446881982, 'current_price': 200.98, 'unrealized_pnl': 332516.87465, 'market_value': 989424.5399999999}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 149.66, 'unrealized_pnl': -336373.2450000001, 'market_value': 1038490.74}, 'NVTK': {'quantity': 858.0, 'average_price': 993.7279685314685, 'current_price': 1508.25, 'unrealized_pnl': 441459.90300000005, 'market_value': 1294078.5}, 'MGNT': {'quantity': 3652076.0, 'average_price': 0.14022270504228282, 'current_price': 101.09, 'unrealized_pnl': 368676258.86426, 'market_value': 369188362.84000003}}"
2023-02-08T00:00:00,367551883.13691,6603505.776909997,357551883.13691,3575.5188313691,20,{},4,"{'SBER': {'quantity': 4923.0, 'average_price': 133.43645446881982, 'current_price': 196.46, 'unrealized_pnl': 310264.91465000017, 'market_value': 967172.5800000001}, 'GAZP': {'quantity': 6939.0, 'average_price': 198.13575226977952, 'current_price': 147.38, 'unrealized_pnl': -352194.16500000015, 'market_value': 1022669.82}, 'NVTK': {'quantity': 858.0, 'average_price': 993.7279685314685, 'current_price': 1527.66, 'unrealized_pnl': 458113.6830000001, 'market_value': 1310732.28}, 'MGNT': {'quantity': 3652076.0, 'average_price': 0.14022270504228282, 'current_price': 97.93, 'unrealized_pnl': 357135698.70426, 'market_value': 357647802.68}}"
