date,portfolio_value,cash_balance,total_pnl,total_pnl_percent,signals_count,predictions,positions_count,positions_by_symbol
2023-01-19T00:00:00,548175967.30149,6462722.17149,538175967.30149,5381.759673014899,18,{},5,"{'SBER': {'quantity': 6076.0, 'average_price': 133.39791275510206, 'current_price': 197.4, 'unrealized_pnl': 388876.6821000001, 'market_value': 1199402.4000000001}, 'LKOH': {'quantity': 219.0, 'average_price': 3913.848422374429, 'current_price': 6109.37, 'unrealized_pnl': 480819.22550000006, 'market_value': 1337952.03}, 'NVTK': {'quantity': 273.0, 'average_price': 996.355467032967, 'current_price': 1479.03, 'unrealized_pnl': 131770.14750000002, 'market_value': 403775.19}, 'GAZP': {'quantity': 4274.0, 'average_price': 198.17252035563874, 'current_price': 150.36, 'unrealized_pnl': -204350.71199999994, 'market_value': 642638.64}, 'MGNT': {'quantity': 5356121.0, 'average_price': 0.14014338205018148, 'current_price': 100.47, 'unrealized_pnl': 537378851.95839, 'market_value': 538129476.87}}"
2023-01-20T00:00:00,553367734.3264401,6654896.13644,543367734.3264401,5433.6773432644,18,{},5,"{'SBER': {'quantity': 5469.0, 'average_price': 133.4161774456025, 'current_price': 195.56, 'unrealized_pnl': 339864.5655499998, 'market_value': 1069517.64}, 'LKOH': {'quantity': 219.0, 'average_price': 3913.848422374429, 'current_price': 5908.51, 'unrealized_pnl': 436830.8855, 'market_value': 1293963.69}, 'NVTK': {'quantity': 246.0, 'average_price': 996.778243902439, 'current_price': 1533.54, 'unrealized_pnl': 132043.39199999996, 'market_value': 377250.83999999997}, 'GAZP': {'quantity': 3847.0, 'average_price': 198.20265791525864, 'current_price': 154.31, 'unrealized_pnl': -168855.05499999993, 'market_value': 593630.5700000001}, 'MGNT': {'quantity': 5356121.0, 'average_price': 0.14014338205018148, 'current_price': 101.45, 'unrealized_pnl': 542627850.53839, 'market_value': 543378475.45}}"
2023-01-21T00:00:00,556542165.98354,6827455.613539999,546542165.98354,5465.4216598354005,18,{},5,"{'SBER': {'quantity': 4923.0, 'average_price': 133.43645446881982, 'current_price': 205.42, 'unrealized_pnl': 354374.99465, 'market_value': 1011282.6599999999}, 'LKOH': {'quantity': 219.0, 'average_price': 3913.848422374429, 'current_price': 5976.19, 'unrealized_pnl': 451652.8054999999, 'market_value': 1308785.6099999999}, 'NVTK': {'quantity': 222.0, 'average_price': 997.2403783783784, 'current_price': 1480.05, 'unrealized_pnl': 107183.73599999998, 'market_value': 328571.1}, 'GAZP': {'quantity': 3463.0, 'average_price': 198.23610771007796, 'current_price': 152.32, 'unrealized_pnl': -159007.4809999999, 'market_value': 527484.16}, 'MGNT': {'quantity': 5356121.0, 'average_price': 0.14014338205018148, 'current_price': 102.04, 'unrealized_pnl': 545787961.92839, 'market_value': 546538586.84}}"
2023-01-22T00:00:00,552691786.5465399,6917764.436539999,542691786.5465399,5426.917865465399,18,{},5,"{'SBER': {'quantity': 4923.0, 'average_price': 133.43645446881982, 'current_price': 199.72, 'unrealized_pnl': 326313.89465000003, 'market_value': 983221.5599999999}, 'LKOH': {'quantity': 219.0, 'average_price': 3913.848422374429, 'current_price': 5846.48, 'unrealized_pnl': 423246.3154999999, 'market_value': 1280379.1199999999}, 'NVTK': {'quantity': 200.0, 'average_price': 997.761435, 'current_price': 1527.86, 'unrealized_pnl': 106019.71299999999, 'market_value': 305572.0}, 'GAZP': {'quantity': 3117.0, 'average_price': 198.27330606352263, 'current_price': 150.5, 'unrealized_pnl': -148909.39500000002, 'market_value': 469108.5}, 'MGNT': {'quantity': 5356121.0, 'average_price': 0.14014338205018148, 'current_price': 101.33, 'unrealized_pnl': 541985116.0183899, 'market_value': 542735740.93}}"
2023-01-23T00:00:00,534285623.84654,6937614.5065399995,524285623.84654,5242.8562384654,20,{},5,"{'SBER': {'quantity': 4923.0, 'average_price': 133.43645446881982, 'current_price': 197.38, 'unrealized_pnl': 314794.0746500001, 'market_value': 971701.74}, 'LKOH': {'quantity': 219.0, 'average_price': 3913.848422374429, 'current_price': 6143.02, 'unrealized_pnl': 488188.57550000015, 'market_value': 1345321.3800000001}, 'NVTK': {'quantity': 180.0, 'average_price': 998.34565, 'current_price': 1468.42, 'unrealized_pnl': 84613.38300000003, 'market_value': 264315.60000000003}, 'GAZP': {'quantity': 3117.0, 'average_price': 198.27330606352263, 'current_price': 146.29, 'unrealized_pnl': -162031.96500000003, 'market_value': 455985.93}, 'MGNT': {'quantity': 5356121.0, 'average_price': 0.14014338205018148, 'current_price': 97.89, 'unrealized_pnl': 523560059.77839, 'market_value': 524310684.69}}"
2023-01-24T00:00:00,551999795.72654,6937614.5065399995,541999795.72654,5419.997957265399,20,{},5,"{'SBER': {'quantity': 4923.0, 'average_price': 133.43645446881982, 'current_price': 201.05, 'unrealized_pnl': 332861.4846500001, 'market_value': 989769.15}, 'LKOH': {'quantity': 219.0, 'average_price': 3913.848422374429, 'current_price': 6138.99, 'unrealized_pnl': 487306.0055000001, 'market_value': 1344438.81}, 'NVTK': {'quantity': 180.0, 'average_price': 998.34565, 'current_price': 1467.9, 'unrealized_pnl': 84519.783, 'market_value': 264222.0}, 'GAZP': {'quantity': 3117.0, 'average_price': 198.27330606352263, 'current_price': 153.31, 'unrealized_pnl': -140150.625, 'market_value': 477867.27}, 'MGNT': {'quantity': 5356121.0, 'average_price': 0.14014338205018148, 'current_price': 101.19, 'unrealized_pnl': 541235259.07839, 'market_value': 541985883.99}}"
2023-01-25T00:00:00,494391580.3237,7012562.6937,484391580.3237,4843.915803237001,20,{},5,"{'SBER': {'quantity': 4923.0, 'average_price': 133.43645446881982, 'current_price': 198.56, 'unrealized_pnl': 320603.2146500001, 'market_value': 977510.88}, 'LKOH': {'quantity': 219.0, 'average_price': 3913.848422374429, 'current_price': 5855.39, 'unrealized_pnl': 425197.6055000002, 'market_value': 1282330.4100000001}, 'NVTK': {'quantity': 180.0, 'average_price': 998.34565, 'current_price': 1540.8, 'unrealized_pnl': 97641.783, 'market_value': 277344.0}, 'GAZP': {'quantity': 3117.0, 'average_price': 198.27330606352263, 'current_price': 153.06, 'unrealized_pnl': -140929.875, 'market_value': 477088.02}, 'MGNT': {'quantity': 4820509.0, 'average_price': 0.14016709116194992, 'current_price': 100.48, 'unrealized_pnl': 483689067.59555, 'market_value': 484364744.32}}"
2023-01-26T00:00:00,452093086.7002001,7080015.9502,442093086.7002001,4420.930867002001,20,{},5,"{'SBER': {'quantity': 4923.0, 'average_price': 133.43645446881982, 'current_price': 197.18, 'unrealized_pnl': 313809.4746500001, 'market_value': 970717.14}, 'LKOH': {'quantity': 219.0, 'average_price': 3913.848422374429, 'current_price': 6188.17, 'unrealized_pnl': 498076.4255, 'market_value': 1355209.23}, 'NVTK': {'quantity': 180.0, 'average_price': 998.34565, 'current_price': 1458.28, 'unrealized_pnl': 82788.18300000002, 'market_value': 262490.4}, 'GAZP': {'quantity': 3117.0, 'average_price': 198.27330606352263, 'current_price': 149.45, 'unrealized_pnl': -152182.24500000005, 'market_value': 465835.64999999997}, 'MGNT': {'quantity': 4338459.0, 'average_price': 0.14019343456974007, 'current_price': 101.87, 'unrealized_pnl': 441350594.86205006, 'market_value': 441958818.33000004}}"
2023-01-27T00:00:00,398667886.36105,7140723.88105,388667886.36105,3886.6788636105,20,{},5,"{'SBER': {'quantity': 4923.0, 'average_price': 133.43645446881982, 'current_price': 199.42, 'unrealized_pnl': 324836.99465, 'market_value': 981744.6599999999}, 'LKOH': {'quantity': 219.0, 'average_price': 3913.848422374429, 'current_price': 6184.94, 'unrealized_pnl': 497369.0554999999, 'market_value': 1354501.8599999999}, 'NVTK': {'quantity': 180.0, 'average_price': 998.34565, 'current_price': 1597.93, 'unrealized_pnl': 107925.18300000002, 'market_value': 287627.4}, 'GAZP': {'quantity': 3117.0, 'average_price': 198.27330606352263, 'current_price': 151.52, 'unrealized_pnl': -145730.055, 'market_value': 472287.84}, 'MGNT': {'quantity': 3904614.0, 'average_price': 0.14022270501002146, 'current_price': 99.48, 'unrealized_pnl': 387883485.1829, 'market_value': 388431000.72}}"
2023-01-28T00:00:00,355737726.80877995,7195361.08878,345737726.80877995,3457.377268087799,20,{},5,"{'SBER': {'quantity': 4923.0, 'average_price': 133.43645446881982, 'current_price': 197.7, 'unrealized_pnl': 316369.43465000007, 'market_value': 973277.1}, 'LKOH': {'quantity': 219.0, 'average_price': 3913.848422374429, 'current_price': 6050.36, 'unrealized_pnl': 467896.0354999999, 'market_value': 1325028.8399999999}, 'NVTK': {'quantity': 180.0, 'average_price': 998.34565, 'current_price': 1533.45, 'unrealized_pnl': 96318.783, 'market_value': 276021.0}, 'GAZP': {'quantity': 3117.0, 'average_price': 198.27330606352263, 'current_price': 146.46, 'unrealized_pnl': -161502.075, 'market_value': 456515.82}, 'MGNT': {'quantity': 3514153.0, 'average_price': 0.14025522775189353, 'current_price': 98.32, 'unrealized_pnl': 345018644.63062996, 'market_value': 345511522.96}}"
2023-01-29T00:00:00,319319393.19973004,7244534.58973,309319393.19973004,3093.1939319973003,20,{},5,"{'SBER': {'quantity': 4923.0, 'average_price': 133.43645446881982, 'current_price': 196.85, 'unrealized_pnl': 312184.88465, 'market_value': 969092.5499999999}, 'LKOH': {'quantity': 219.0, 'average_price': 3913.848422374429, 'current_price': 5957.75, 'unrealized_pnl': 447614.44550000003, 'market_value': 1304747.25}, 'NVTK': {'quantity': 180.0, 'average_price': 998.34565, 'current_price': 1464.99, 'unrealized_pnl': 83995.98300000001, 'market_value': 263698.2}, 'GAZP': {'quantity': 3117.0, 'average_price': 198.27330606352263, 'current_price': 152.25, 'unrealized_pnl': -143454.64500000002, 'market_value': 474563.25}, 'MGNT': {'quantity': 3162738.0, 'average_price': 0.14029136413449358, 'current_price': 97.72, 'unrealized_pnl': 308619052.53158003, 'market_value': 309062757.36}}"
2023-01-30T00:00:00,287938394.92062,7288790.67062,277938394.92062,2779.3839492062,20,{},5,"{'SBER': {'quantity': 4923.0, 'average_price': 133.43645446881982, 'current_price': 201.65, 'unrealized_pnl': 335815.28465000016, 'market_value': 992722.9500000001}, 'LKOH': {'quantity': 219.0, 'average_price': 3913.848422374429, 'current_price': 5937.31, 'unrealized_pnl': 443138.08550000016, 'market_value': 1300270.8900000001}, 'NVTK': {'quantity': 180.0, 'average_price': 998.34565, 'current_price': 1549.7, 'unrealized_pnl': 99243.783, 'market_value': 278946.0}, 'GAZP': {'quantity': 3117.0, 'average_price': 198.27330606352263, 'current_price': 157.33, 'unrealized_pnl': -127620.28499999997, 'market_value': 490397.61000000004}, 'MGNT': {'quantity': 2846465.0, 'average_price': 0.14033151559214674, 'current_price': 97.52, 'unrealized_pnl': 277187818.05247, 'market_value': 277587266.8}}"
2023-01-31T00:00:00,265166070.1554,7328621.1854,255166070.15539998,2551.660701554,20,{},5,"{'SBER': {'quantity': 4923.0, 'average_price': 133.43645446881982, 'current_price': 204.92, 'unrealized_pnl': 351913.49465, 'market_value': 1008821.1599999999}, 'LKOH': {'quantity': 219.0, 'average_price': 3913.848422374429, 'current_price': 6146.11, 'unrealized_pnl': 488865.2854999999, 'market_value': 1345998.0899999999}, 'NVTK': {'quantity': 180.0, 'average_price': 998.34565, 'current_price': 1482.92, 'unrealized_pnl': 87223.38300000003, 'market_value': 266925.60000000003}, 'GAZP': {'quantity': 3117.0, 'average_price': 198.27330606352263, 'current_price': 150.28, 'unrealized_pnl': -149595.135, 'market_value': 468422.76}, 'MGNT': {'quantity': 2561819.0, 'average_price': 0.14037612834864602, 'current_price': 99.44, 'unrealized_pnl': 254387663.12725, 'market_value': 254747281.35999998}}"
2023-02-01T00:00:00,238620612.07272997,7364468.59273,228620612.07273,2286.2061207273,20,{},5,"{'SBER': {'quantity': 4923.0, 'average_price': 133.43645446881982, 'current_price': 202.76, 'unrealized_pnl': 341279.8146500001, 'market_value': 998187.48}, 'LKOH': {'quantity': 219.0, 'average_price': 3913.848422374429, 'current_price': 5999.62, 'unrealized_pnl': 456783.97550000006, 'market_value': 1313916.78}, 'NVTK': {'quantity': 180.0, 'average_price': 998.34565, 'current_price': 1536.94, 'unrealized_pnl': 96946.98300000001, 'market_value': 276649.2}, 'GAZP': {'quantity': 3117.0, 'average_price': 198.27330606352263, 'current_price': 153.48, 'unrealized_pnl': -139620.73500000004, 'market_value': 478397.16}, 'MGNT': {'quantity': 2305638.0, 'average_price': 0.14042569797166768, 'current_price': 98.97, 'unrealized_pnl': 227865222.03458, 'market_value': 228188992.85999998}}"
